timestamp
2017-05-28 15:10:26 +0000
2017-05-28 15:06:19 +0000
2017-05-28 15:04:14 +0000
2017-05-28 14:58:30 +0000
2017-05-28 14:55:07 +0000
2017-05-28 14:53:17 +0000
2017-05-28 14:51:14 +0000
2017-05-28 14:51:05 +0000
2017-05-28 14:49:12 +0000
2017-05-28 14:37:17 +0000
2017-05-28 14:36:43 +0000
2017-05-28 14:36:23 +0000
2017-05-28 14:35:34 +0000
2017-05-28 10:48:56 +0000
2017-05-28 10:43:44 +0000
2017-05-28 10:43:42 +0000
2017-05-28 10:39:54 +0000
2017-05-28 07:03:11 +0000
2017-05-28 06:02:30 +0000
2017-05-28 06:02:14 +0000
2017-05-28 06:01:06 +0000
2017-05-28 05:58:41 +0000
2017-05-28 05:57:29 +0000
2017-05-28 05:52:28 +0000
2017-05-27 17:42:24 +0000
2017-05-27 17:28:08 +0000
2017-05-27 17:26:49 +0000
2017-05-27 17:23:33 +0000
2017-05-27 17:22:49 +0000
2017-05-27 15:03:07 +0000
2017-05-27 15:00:42 +0000
2017-05-27 14:13:49 +0000
2017-05-27 14:13:37 +0000
2017-05-27 14:07:51 +0000
2017-05-27 13:54:58 +0000
2017-05-27 13:54:56 +0000
2017-05-27 13:42:34 +0000
2017-05-27 13:39:30 +0000
2017-05-27 05:14:27 +0000
2017-05-27 05:12:15 +0000
2017-05-27 05:11:19 +0000
2017-05-27 05:11:16 +0000
2017-05-27 05:08:58 +0000
2017-05-26 19:54:51 +0000
2017-05-26 14:31:47 +0000
2017-05-26 14:30:54 +0000
2017-05-26 13:05:30 +0000
2017-05-26 12:31:25 +0000
2017-05-26 12:27:58 +0000
2017-05-26 12:25:36 +0000
2017-05-26 12:24:07 +0000
2017-05-26 05:18:35 +0000
2017-05-26 05:18:28 +0000
2017-05-26 05:12:08 +0000
2017-05-26 05:10:17 +0000
2017-05-26 05:09:01 +0000
2017-05-26 05:06:57 +0000
2017-05-26 05:06:16 +0000
2017-05-26 05:05:06 +0000
2017-05-26 05:04:45 +0000
2017-05-26 05:03:15 +0000
2017-05-26 05:00:48 +0000
2017-05-26 04:55:22 +0000
2017-05-26 04:40:21 +0000
2017-05-26 04:40:06 +0000
2017-05-26 04:39:36 +0000
2017-05-26 04:03:11 +0000
2017-05-26 02:54:29 +0000
2017-05-26 02:22:39 +0000
2017-05-26 01:55:51 +0000
2017-05-26 01:55:26 +0000
2017-05-26 01:24:40 +0000
2017-05-26 01:22:19 +0000
2017-05-26 01:00:07 +0000
2017-05-26 00:57:19 +0000
2017-05-26 00:15:39 +0000
2017-05-25 22:42:32 +0000
2017-05-25 22:41:55 +0000
2017-05-25 21:09:49 +0000
2017-05-25 19:42:58 +0000
2017-05-25 19:42:52 +0000
2017-05-25 17:33:48 +0000
2017-05-25 17:32:09 +0000
2017-05-25 16:02:05 +0000
2017-05-25 14:42:46 +0000
2017-05-25 14:37:15 +0000
2017-05-25 13:20:40 +0000
2017-05-25 11:10:24 +0000
2017-05-25 11:05:30 +0000
2017-05-25 11:04:56 +0000
2017-05-25 10:57:49 +0000
2017-05-25 10:57:36 +0000
2017-05-25 10:56:27 +0000
2017-05-25 10:55:33 +0000
2017-05-25 10:55:16 +0000
2017-05-25 10:55:09 +0000
2017-05-25 05:52:45 +0000
2017-05-25 05:50:31 +0000
2017-05-25 05:47:21 +0000
2017-05-25 05:45:46 +0000
2017-05-25 05:31:43 +0000
2017-05-25 05:28:06 +0000
2017-05-25 05:27:50 +0000
2017-05-25 05:26:28 +0000
2017-05-25 05:26:16 +0000
2017-05-25 05:26:04 +0000
2017-05-25 02:34:15 +0000
2017-05-25 02:33:29 +0000
2017-05-25 00:14:26 +0000
2017-05-25 00:13:01 +0000
2017-05-25 00:09:54 +0000
2017-05-25 00:08:53 +0000
2017-05-25 00:02:33 +0000
2017-05-25 00:01:47 +0000
2017-05-24 23:57:32 +0000
2017-05-24 23:57:30 +0000
2017-05-24 18:53:41 +0000
2017-05-24 18:51:32 +0000
2017-05-24 18:39:51 +0000
2017-05-24 17:59:44 +0000
2017-05-24 17:58:29 +0000
2017-05-24 17:57:36 +0000
2017-05-24 17:47:16 +0000
2017-05-24 17:45:54 +0000
2017-05-24 17:44:55 +0000
2017-05-24 17:43:56 +0000
2017-05-24 17:43:21 +0000
2017-05-24 17:42:23 +0000
2017-05-24 17:41:16 +0000
2017-05-24 17:35:17 +0000
2017-05-24 17:31:58 +0000
2017-05-24 17:30:57 +0000
2017-05-24 16:21:10 +0000
2017-05-24 16:20:00 +0000
2017-05-24 16:19:49 +0000
2017-05-24 14:57:19 +0000
2017-05-24 14:54:22 +0000
2017-05-24 14:53:32 +0000
2017-05-24 14:43:15 +0000
2017-05-24 14:21:36 +0000
2017-05-24 14:21:05 +0000
2017-05-24 14:18:43 +0000
2017-05-24 14:18:18 +0000
2017-05-24 14:17:45 +0000
2017-05-24 14:17:32 +0000
2017-05-24 13:22:26 +0000
2017-05-24 13:19:08 +0000
2017-05-24 13:17:15 +0000
2017-05-24 13:17:12 +0000
2017-05-24 13:15:40 +0000
2017-05-24 13:13:15 +0000
2017-05-24 13:12:51 +0000
2017-05-24 12:59:44 +0000
2017-05-24 12:40:11 +0000
2017-05-24 12:38:56 +0000
2017-05-24 12:33:47 +0000
2017-05-24 12:19:50 +0000
2017-05-24 12:11:22 +0000
2017-05-24 12:10:28 +0000
2017-05-24 12:10:05 +0000
2017-05-24 12:09:35 +0000
2017-05-24 12:03:54 +0000
2017-05-24 12:03:17 +0000
2017-05-24 12:02:26 +0000
2017-05-24 11:59:12 +0000
2017-05-24 11:57:03 +0000
2017-05-24 11:56:43 +0000
2017-05-24 11:55:35 +0000
2017-05-24 11:54:37 +0000
2017-05-24 11:52:45 +0000
2017-05-24 11:52:10 +0000
2017-05-24 11:50:35 +0000
2017-05-24 11:47:56 +0000
2017-05-24 11:45:49 +0000
2017-05-24 11:43:54 +0000
2017-05-24 11:42:35 +0000
2017-05-24 11:39:13 +0000
2017-05-24 11:36:58 +0000
2017-05-24 11:36:34 +0000
2017-05-24 11:35:50 +0000
2017-05-24 11:35:47 +0000
2017-05-24 11:35:17 +0000
2017-05-24 11:33:57 +0000
2017-05-24 11:33:48 +0000
2017-05-24 11:33:07 +0000
2017-05-24 11:30:20 +0000
2017-05-24 11:30:06 +0000
2017-05-24 11:29:46 +0000
2017-05-24 11:28:41 +0000
2017-05-24 11:28:38 +0000
2017-05-24 11:27:53 +0000
2017-05-24 11:27:37 +0000
2017-05-24 11:26:21 +0000
2017-05-24 11:25:40 +0000
2017-05-24 11:25:32 +0000
2017-05-24 11:25:04 +0000
2017-05-24 11:24:41 +0000
2017-05-24 11:23:55 +0000
2017-05-24 11:23:26 +0000
2017-05-24 11:22:02 +0000
2017-05-24 11:20:50 +0000
2017-05-24 11:20:02 +0000
2017-05-24 11:19:47 +0000
2017-05-24 03:41:35 +0000
2017-05-24 03:01:18 +0000
2017-05-24 02:55:51 +0000
2017-05-24 02:54:39 +0000
2017-05-24 02:30:32 +0000
2017-05-24 02:28:49 +0000
2017-05-24 02:27:46 +0000
2017-05-24 02:24:24 +0000
2017-05-24 02:21:19 +0000
2017-05-24 02:18:12 +0000
2017-05-24 02:16:39 +0000
2017-05-24 02:02:10 +0000
2017-05-24 01:33:41 +0000
2017-05-24 01:33:13 +0000
2017-05-24 01:26:55 +0000
2017-05-24 00:00:42 +0000
2017-05-23 23:56:01 +0000
2017-05-23 23:55:57 +0000
2017-05-23 23:55:36 +0000
2017-05-23 23:40:29 +0000
2017-05-23 23:39:58 +0000
2017-05-23 23:38:11 +0000
2017-05-23 23:27:39 +0000
2017-05-23 23:27:22 +0000
2017-05-23 23:27:14 +0000
2017-05-23 23:26:33 +0000
2017-05-23 23:23:26 +0000
2017-05-23 23:23:00 +0000
2017-05-23 23:21:01 +0000
2017-05-23 23:20:37 +0000
2017-05-23 23:18:17 +0000
2017-05-23 23:17:07 +0000
2017-05-23 23:16:46 +0000
2017-05-23 23:16:27 +0000
2017-05-23 23:12:38 +0000
2017-05-23 23:12:14 +0000
2017-05-23 23:11:17 +0000
2017-05-23 23:09:59 +0000
2017-05-23 23:07:32 +0000
2017-05-23 22:47:15 +0000
2017-05-23 22:47:08 +0000
2017-05-23 22:44:53 +0000
2017-05-23 22:44:34 +0000
2017-05-23 22:43:45 +0000
2017-05-23 22:43:30 +0000
2017-05-23 22:39:44 +0000
2017-05-23 22:37:38 +0000
2017-05-23 22:37:17 +0000
2017-05-23 22:21:28 +0000
2017-05-23 22:21:26 +0000
2017-05-23 22:18:49 +0000
2017-05-23 22:18:43 +0000
2017-05-23 22:18:42 +0000
2017-05-23 22:18:39 +0000
2017-05-23 22:18:37 +0000
2017-05-23 22:18:33 +0000
2017-05-23 22:18:30 +0000
2017-05-23 22:18:20 +0000
2017-05-23 22:17:53 +0000
2017-05-23 22:17:43 +0000
2017-05-23 22:16:01 +0000
2017-05-23 22:13:31 +0000
2017-05-23 22:12:49 +0000
2017-05-23 22:11:39 +0000
2017-05-23 22:10:27 +0000
2017-05-23 22:08:28 +0000
2017-05-23 22:06:10 +0000
2017-05-23 22:03:38 +0000
2017-05-23 22:01:48 +0000
2017-05-23 22:01:19 +0000
2017-05-23 21:58:23 +0000
2017-05-23 20:40:01 +0000
2017-05-23 20:36:30 +0000
2017-05-23 20:35:10 +0000
2017-05-23 19:58:34 +0000
2017-05-23 19:54:52 +0000
2017-05-23 19:54:38 +0000
2017-05-23 19:47:40 +0000
2017-05-23 19:46:48 +0000
2017-05-23 17:51:14 +0000
2017-05-23 17:43:19 +0000
2017-05-23 17:40:13 +0000
2017-05-23 17:39:16 +0000
2017-05-23 17:38:42 +0000
2017-05-23 17:38:30 +0000
2017-05-23 17:37:41 +0000
2017-05-23 17:33:55 +0000
2017-05-23 17:31:30 +0000
2017-05-23 17:29:08 +0000
2017-05-23 17:27:16 +0000
2017-05-23 17:26:07 +0000
2017-05-23 17:23:33 +0000
2017-05-23 16:43:31 +0000
2017-05-23 15:21:29 +0000
2017-05-23 15:19:31 +0000
2017-05-23 15:18:57 +0000
2017-05-23 15:17:37 +0000
2017-05-23 15:17:04 +0000
2017-05-23 15:16:49 +0000
2017-05-23 15:16:17 +0000
2017-05-23 15:12:22 +0000
2017-05-23 15:09:44 +0000
2017-05-23 15:09:40 +0000
2017-05-23 15:09:04 +0000
2017-05-23 15:08:36 +0000
2017-05-23 15:06:37 +0000
2017-05-23 14:15:08 +0000
2017-05-23 14:14:39 +0000
2017-05-23 14:13:53 +0000
2017-05-23 14:13:11 +0000
